,sentence,paraphrase_word
42028,tom *rejected* the offer .,declined
42029,tom *rejected* the offer .,refused
42030,tom *refused* the offer .,declined
42031,tom *refused* the offer .,rejected
42032,maybe it *is* destiny .,'s
42033,maybe it *'s* destiny .,is
42034,"last night *,* i listened to radio .",the
42035,i listened to *the* radio last night .,","
42036,i 'd *better* see him .,rather
42037,i 'd *rather* see him .,better
42038,where *'s* my phone ?,is
42039,where 's my *phone* ?,mobile
42040,where *is* my phone ?,'s
42041,where is my *phone* ?,mobile
42042,where is my *mobile* ?,phone
42043,where *is* my mobile ?,'s
42044,where 's my *mobile* ?,phone
42045,where *'s* my mobile ?,is
42046,*he* 's open-minded .,she
42047,*she* 's open-minded .,he
42048,*you* 're extroverted .,they
42049,*they* 're extroverted .,you
42050,i was *anxious* for her safety .,worried
42051,i was *worried* for her safety .,anxious
42052,my watch is different *from* yours .,than
42053,my watch is different *than* yours .,from
42054,i *came* home late .,arrived
42055,i *arrived* home late .,came
42056,tom passed the *test* .,exam
42057,tom passed the *test* .,examination
42058,tom passed the *exam* .,test
42059,tom passed the *exam* .,examination
42060,tom passed the *examination* .,test
42061,tom passed the *examination* .,exam
42062,tom put on *a* tie .,his
42063,tom put on *his* tie .,a
42064,tom put the *children* to bed .,kids
42065,tom put the *kids* to bed .,children
42066,tom raised his *hands* .,arms
42067,tom raised his *arms* .,hands
42068,tom really *enjoys* his job .,likes
42069,tom really *likes* his job .,enjoys
42070,tom *ripped* up the letter .,tore
42071,tom *tore* the letter up .,ripped
42072,tom said *this* was urgent .,it
42073,tom said *it* was urgent .,this
42074,we *have* had more snow than usual this winter .,'ve
42075,we *'ve* had more snow this winter than usual .,have
42076,i could n't *get* back to sleep .,fall
42077,i could n't *fall* back to sleep .,get
42078,*he* went surfing .,she
42079,*she* went surfing .,he
42080,tom is *very* tall .,quite
42081,tom is *very* tall .,pretty
42082,tom is *quite* tall .,very
42083,tom is *quite* tall .,pretty
42084,tom is *pretty* tall .,very
42085,tom is *pretty* tall .,quite
42086,i have *wads* of rubber bands .,lots
42087,i have *lots* of rubber bands .,wads
42088,my son is *not* a snob .,n't
42089,my son is *n't* a snob .,not
42090,you 're a brave *man* .,guy
42091,you 're a brave *guy* .,man
42092,philip is *nicer* than you .,prettier
42093,philip is *prettier* than you .,nicer
42094,how did tom *manage* that ?,accomplish
42095,how did tom *accomplish* that ?,manage
42096,that 's not very *reassuring* .,convincing
42097,that 's not very *convincing* .,reassuring
42098,i 'm not a *thief* .,crook
42099,i 'm not a *crook* .,thief
42100,i ca n't control *it* .,him
42101,i ca n't control *it* .,her
42102,i ca n't control *him* .,it
42103,i ca n't control *him* .,her
42104,i ca n't control *her* .,it
42105,i ca n't control *her* .,him
42106,i *actually* enjoyed that .,really
42107,i *really* enjoyed that .,actually
42108,i know *just* what you need .,exactly
42109,i know *exactly* what you need .,just
42110,i wonder what *that* means .,it
42111,i wonder what *that* means .,this
42112,i wonder what *it* means .,that
42113,i wonder what *it* means .,this
42114,i wonder what *this* means .,that
42115,i wonder what *this* means .,it
42116,what else *can* go wrong ?,could
42117,what else *could* go wrong ?,can
42118,where *'s* the butter ?,is
42119,where *is* the butter ?,'s
42120,we were just *going* .,leaving
42121,we were just *leaving* .,going
42122,tom was in a *big* hurry .,great
42123,tom was in a *great* hurry .,big
42124,i would *'ve* liked that .,have
42125,i would *have* liked that .,'ve
42126,i 'll pray for *you* .,them
42127,i 'll pray for *you* .,him
42128,i 'll pray for *you* .,her
42129,i 'll pray for *them* .,you
42130,i 'll pray for *them* .,him
42131,i 'll pray for *them* .,her
42132,i 'll pray for *him* .,you
42133,i 'll pray for *him* .,them
42134,i 'll pray for *him* .,her
42135,i 'll pray for *her* .,you
42136,i 'll pray for *her* .,them
42137,i 'll pray for *her* .,him
42138,i should *'ve* warned you .,have
42139,i should *have* warned you .,'ve
42140,stay *absolutely* still .,very
42141,stay *very* still .,absolutely
42142,they were *not* impressed .,n't
42143,they were *n't* impressed .,not
42144,just do *your* job .,the
42145,just do *the* job .,your
42146,i ca n't *leave* now .,come
42147,i ca n't *come* now .,leave
42148,do n't speak unless you *'re* spoken to .,are
42149,do n't speak unless you *are* spoken to .,'re
42150,the horse *came* first .,placed
42151,the horse *placed* first .,came
42152,i 'm not sure who tom *is* married to .,'s
42153,i 'm not sure who tom *'s* married to .,is
42154,it *can* be fatal .,could
42155,it *could* be fatal .,can
42156,hand over your *weapons* .,firearms
42157,hand over your *firearms* .,weapons
42158,please do *this* for me .,it
42159,please do *this* for me .,that
42160,please do *it* for me .,this
42161,please do *it* for me .,that
42162,please do *that* for me .,this
42163,please do *that* for me .,it
42164,he did a *good* job .,great
42165,he did a *great* job .,good
42166,i 'm *stubborn* .,adaptable
42167,i 'm *stubborn* .,flexible
42168,i 'm *stubborn* .,persistent
42169,i 'm *stubborn* .,powerful
42170,i 'm *stubborn* .,resilient
42171,i 'm *stubborn* .,strong
42172,i 'm *stubborn* .,tough
42173,i 'm *stubborn* .,persevering
42174,i 'm *adaptable* .,stubborn
42175,i 'm *adaptable* .,flexible
42176,i 'm *adaptable* .,persistent
42177,i 'm *adaptable* .,powerful
42178,i 'm *adaptable* .,resilient
42179,i 'm *adaptable* .,strong
42180,i 'm *adaptable* .,tough
42181,i 'm *adaptable* .,persevering
42182,i 'm *flexible* .,stubborn
42183,i 'm *flexible* .,adaptable
42184,i 'm *flexible* .,persistent
42185,i 'm *flexible* .,powerful
42186,i 'm *flexible* .,resilient
42187,i 'm *flexible* .,strong
42188,i 'm *flexible* .,tough
42189,i 'm *flexible* .,persevering
42190,i 'm *persistent* .,stubborn
42191,i 'm *persistent* .,adaptable
42192,i 'm *persistent* .,flexible
42193,i 'm *persistent* .,powerful
42194,i 'm *persistent* .,resilient
42195,i 'm *persistent* .,strong
42196,i 'm *persistent* .,tough
42197,i 'm *persistent* .,persevering
42198,i 'm *powerful* .,stubborn
42199,i 'm *powerful* .,adaptable
42200,i 'm *powerful* .,flexible
42201,i 'm *powerful* .,persistent
42202,i 'm *powerful* .,resilient
42203,i 'm *powerful* .,strong
42204,i 'm *powerful* .,tough
42205,i 'm *powerful* .,persevering
42206,i 'm *resilient* .,stubborn
42207,i 'm *resilient* .,adaptable
42208,i 'm *resilient* .,flexible
42209,i 'm *resilient* .,persistent
42210,i 'm *resilient* .,powerful
42211,i 'm *resilient* .,strong
42212,i 'm *resilient* .,tough
42213,i 'm *resilient* .,persevering
42214,i 'm *strong* .,stubborn
42215,i 'm *strong* .,adaptable
42216,i 'm *strong* .,flexible
42217,i 'm *strong* .,persistent
42218,i 'm *strong* .,powerful
42219,i 'm *strong* .,resilient
42220,i 'm *strong* .,tough
42221,i 'm *strong* .,persevering
42222,i 'm *tough* .,stubborn
42223,i 'm *tough* .,adaptable
42224,i 'm *tough* .,flexible
42225,i 'm *tough* .,persistent
42226,i 'm *tough* .,powerful
42227,i 'm *tough* .,resilient
42228,i 'm *tough* .,strong
42229,i 'm *tough* .,persevering
42230,i 'm *persevering* .,stubborn
42231,i 'm *persevering* .,adaptable
42232,i 'm *persevering* .,flexible
42233,i 'm *persevering* .,persistent
42234,i 'm *persevering* .,powerful
42235,i 'm *persevering* .,resilient
42236,i 'm *persevering* .,strong
42237,i 'm *persevering* .,tough
42238,this is the *tricky* part .,hard
42239,this is the *hard* part .,tricky
42240,welcome to the *usa* .,us
42241,welcome to the *us* .,usa
42242,she *is* meditating .,'s
42243,she *'s* meditating .,is
42244,tom *opened* his suitcase .,unpacked
42245,tom *unpacked* his suitcase .,opened
42246,tom *unlocked* the cage .,opened
42247,tom *opened* the cage .,unlocked
42248,tom does n't seem to *recognize* mary .,know
42249,tom does n't seem to *know* mary .,recognize
42250,i *just* hate when that happens .,it
42251,i hate *it* when that happens .,just
42252,he was *dazzled* by her beauty .,bedazzled
42253,he was *bedazzled* by her beauty .,dazzled
42254,tom exposed *himself* to danger .,was
42255,tom *was* exposed to danger .,himself
42256,i wish you could *'ve* come with us .,have
42257,i wish you could *have* come with us .,'ve
42258,tom got out of *the* car .,his
42259,tom got out of *his* car .,the
42260,i 've had a *busy* week .,tough
42261,i 've had a *tough* week .,busy
42262,we *'re* not alone .,are
42263,we are *n't* alone .,not
42264,we *are* not alone .,'re
42265,we are *not* alone .,n't
42266,we can talk about *that* later .,it
42267,we can talk about *that* later .,this
42268,we can talk about *it* later .,that
42269,we can talk about *it* later .,this
42270,we can talk about *this* later .,that
42271,we can talk about *this* later .,it
42272,we *could* go together .,can
42273,we *can* go together .,could
42274,we do *this* all the time .,that
42275,we do *that* all the time .,this
42276,we had an *agreement* .,arrangement
42277,we had an *arrangement* .,agreement
42278,we should *'ve* gone there ourselves .,have
42279,we should *have* gone there ourselves .,'ve
42280,we should *'ve* done that ourselves .,have
42281,we should *have* done that ourselves .,'ve
42282,we 're *done* here .,finished
42283,we 're *finished* here .,done
42284,we 're both *fine* .,ok
42285,we 're both *ok* .,fine
42286,*you* 're surrounded .,we
42287,you *'re* surrounded .,are
42288,*we* 're surrounded .,you
42289,you *are* surrounded .,'re
42290,we 're *still* here .,always
42291,we 're *always* here .,still
42292,mary is *n't* my sister .,not
42293,mary is *not* my sister .,n't
42294,now i *know* why .,realize
42295,now i *know* why .,understand
42296,now i *realize* why .,know
42297,now i *realize* why .,know
42298,now i *realize* why .,understand
42299,i now *know* why .,realize
42300,i now *know* why .,understand
42301,now i *understand* why .,know
42302,now i *understand* why .,realize
42303,now i *understand* why .,know
42304,he *is* a man .,'s
42305,he *'s* a man .,is
42306,take this *box* .,crate
42307,take this *crate* .,box
42308,do n't believe anything *he* says .,she
42309,do n't believe anything *she* says .,he
42310,something must *have* gone wrong .,'ve
42311,something must *'ve* gone wrong .,have
42312,*they* deported tom .,was
42313,tom *was* deported .,they
42314,do n't take *that* too literally .,it
42315,do n't take *it* too l*it*erally .,that
42316,where *'s* tom from ?,is
42317,where *is* tom from ?,'s
42318,it 's a *fable* .,legend
42319,it 's a *fable* .,myth
42320,*that* 's a myth .,it
42321,it 's a *legend* .,fable
42322,it 's a *legend* .,myth
42323,it 's a *myth* .,fable
42324,*it* 's a myth .,that
42325,it 's a *myth* .,legend
42326,you ca n't use *that* .,this
42327,you ca n't use *this* .,that
42328,you could *have* drowned .,'ve
42329,you could *'ve* drowned .,have
42330,you could *have* come to me .,'ve
42331,you could *'ve* come to me .,have
42332,you could *have* been happy .,'ve
42333,you could *'ve* been happy .,have
42334,you have no *proof* .,evidence
42335,you have no *evidence* .,proof
42336,you should *call* tom .,phone
42337,you should *phone* tom .,call
42338,you *just* do n't understand .,simply
42339,you *simply* do n't understand .,just
42340,you should *have* come to us .,'ve
42341,you should *'ve* come to us .,have
42342,tom enjoyed talking *with* mary .,to
42343,*to*m enjoyed talking *to* mary .,with
42344,you 're a *real* genius !,true
42345,you 're a *true* genius !,real
42346,you 're *biased* .,prejudiced
42347,you 're *prejudiced* .,biased
42348,you 're going to *like* tom .,love
42349,you 'll *like* tom .,love
42350,you 'll *love* tom .,like
42351,you 're going to *love* tom .,like
42352,you 're quite *the* liar .,a
42354,it 's cold *in* here .,out
42355,it 's cold *out* here .,in
42356,*it* 's been tried .,that
42357,*that* 's been tried .,it
42358,it is n't safe *here* .,there
42359,it is n't safe *there* .,here
42360,is that *too* much to ask ?,so
42361,is that *so* much to ask ?,too
42362,be proud of *yourself* .,yourselves
42363,be proud of *yourselves* .,yourself
42364,i should do *it* now .,that
42365,i need to do *it* now .,this
42366,i need to do *this* now .,it
42367,i should do *that* now .,it
42368,who 's coming *for* dinner ?,to
42369,who 's coming for *dinner* ?,supper
42370,who 's coming *to* dinner ?,for
42371,who 's coming for *supper* ?,dinner
42372,he lives in a *gated* community .,segregrated
42373,he lives in a *gated* community .,closed
42374,he lives in a *segregrated* community .,gated
42375,he lives in a *segregrated* community .,closed
42376,he lives in a *closed* community .,gated
42377,he lives in a *closed* community .,segregrated
42378,i ca n't confirm *this* .,it
42379,i ca n't confirm *this* .,that
42380,i ca n't confirm *it* .,this
42381,i ca n't confirm *it* .,that
42382,i ca n't confirm *that* .,this
42383,i ca n't confirm *that* .,it
42384,*she* 's a fanatic .,he
42385,she 's a *fanatic* .,bigot
42386,*he* 's a fanatic .,she
42387,he 's a *fanatic* .,bigot
42388,he *'s* a fanatic .,is
42389,she *is* a bigot .,'s
42390,she 's a *bigot* .,fanatic
42391,she *'s* a bigot .,is
42392,*she* 's a bigot .,he
42393,he 's a *bigot* .,fanatic
42394,*he* 's a bigot .,she
42395,you *'re* a bigot .,are
42396,he *is* a fanatic .,'s
42397,you *are* a bigot .,'re
42398,the company *issued* a press release .,released
42399,the company *released* a press release .,issued
42400,he will *come* on june 24th .,arrive
42401,he will *arrive* on june 24th .,come
42402,has tom eaten *yet* ?,already
42403,has tom *already* eaten ?,yet
42404,health is more *valuable* than wealth .,worth
42405,health is *worth* more than wealth .,valuable
42406,tom will be *back* home soon .,coming
42407,tom will *be* back home soon .,go
42408,tom will be *coming* home soon .,back
42409,tom will *go* back home soon .,be
42410,tom was *just* trying to help .,only
42411,tom was *only* trying to help .,just
42412,tom was *found* guilty .,declared
42413,tom was *declared* guilty .,found
42414,tom stayed *up* all night .,awake
42415,tom stayed *awake* all night .,up
42416,tom should *have* left earlier .,'ve
42417,tom should *'ve* left earlier .,have
42418,tom should *have* been more careful .,'ve
42419,tom should *'ve* been more careful .,have
42420,tom sat in the *front* row .,first
42421,tom sat in the *first* row .,front
42422,tom remained poor *all* his life .,whole
42423,tom remained poor his *whole* life .,all
42424,tom really is a nice guy *!*,.
42425,tom is a really nice guy *.*,!
42426,he ca n't *take* it anymore .,stand
42427,he ca n't *stand* it anymore .,take
42428,tom *often* makes mistakes .,frequently
42429,tom *frequently* makes mistakes .,often
42430,tom is *frequently* wrong .,often
42431,tom is *often* wrong .,frequently
42432,tom needs *somebody* to help him .,someone
42433,tom needs *someone* to help him .,somebody
42434,tom must be *nearly* thirty .,about
42435,tom must be *nearly* thirty .,around
42436,tom must be *about* thirty .,nearly
42437,tom must be *about* thirty .,around
42438,tom must be *around* thirty .,nearly
42439,tom must be *around* thirty .,about
42440,tom *can* help you .,could
42441,tom *can* help you .,might
42442,tom *could* help you .,can
42443,tom *could* help you .,might
42444,tom *might* help you .,can
42445,tom *might* help you .,could
42446,i saw *her* first .,him
42447,i saw *her* first .,it
42448,i saw *him* first .,her
42449,i saw *him* first .,it
42450,i saw *it* first .,her
42451,i saw *it* first .,him
42452,*he* 's no saint .,she
42453,he *'s* no saint .,is
42454,*she* 's no saint .,he
42455,he *is* no saint .,'s
42456,tom is n't *up* yet .,awake
42457,tom *is* n't up yet .,was
42458,tom is n't *awake* yet .,up
42459,tom *is* n't awake yet .,was
42460,tom *was* n't awake yet .,is
42461,tom was n't *awake* yet .,up
42462,tom *was* n't up yet .,is
42463,tom was n't *up* yet .,awake
42464,tom is *n't* a bad person .,not
42465,tom is *not* a bad person .,n't
42466,tom is unfit for *that* job .,the
42467,tom is unfit for *the* job .,that
42468,tom is *seldom* late for appointments .,rarely
42469,tom is *rarely* late for appointments .,seldom
42470,tom is *only* a beginner .,just
42471,tom is *just* a beginner .,only
42472,tom is n't my *boyfriend* anymore .,friend
42473,tom is *not* my friend anymore .,n't
42474,tom is n't my *friend* anymore .,boyfriend
42475,tom is *n't* my friend anymore .,not
42476,tom is a *wealthy* man .,rich
42477,tom is a *rich* man .,wealthy
42478,tom is a very *smart* boy .,clever
42479,tom is a very *clever* boy .,smart
42480,tom is a *very* good friend .,real
42481,tom is a very *good* friend .,close
42482,tom is a *very* good friend .,pretty
42483,tom is a *real* good friend .,very
42484,tom is a *real* good friend .,pretty
42485,tom is a very *close* friend .,good
42486,tom is a *pretty* good friend .,very
42487,tom is a *pretty* good friend .,real
42488,tom is a *reporter* .,journalist
42489,tom is a *journalist* .,reporter
42490,tom has n't finished his homework *yet* .,still
42491,tom *still* has n't finished his homework .,yet
42492,tom *still* has n't finished his homework .,yet
42493,tom has n't *yet* finished his homework .,still
42494,tom has three *children* to support .,kids
42495,tom has three *kids* to support .,children
42496,tom has *the* perfect alibi .,a
42498,tom has a *perfect* alibi .,solid
42499,tom has a *solid* alibi .,perfect
42500,tom has good *eyesight* .,eyes
42501,tom has good *eyes* .,eyesight
42502,tom has already *finished* breakfast .,eaten
42503,tom has already *eaten* breakfast .,finished
42504,tom has a *stuffed-up* nose .,stuffy
42505,tom has a *stuffy* nose .,stuffed-up
42506,tom has a *nice* camera .,good
42507,tom has a *good* camera .,nice
42508,tom has *lots* of money .,piles
42509,tom has *lots* of money .,plenty
42510,tom has *piles* of money .,lots
42511,tom has *piles* of money .,plenty
42512,tom has *plenty* of money .,lots
42513,tom has *plenty* of money .,piles
42514,tom has a *big* family .,large
42515,tom has a *large* family .,big
42516,tom has a *beautiful* wife .,pretty
42517,tom has a *pretty* wife .,beautiful
42518,tom does *n't* know the truth .,not
42519,tom does *not* know the truth .,n't
42520,tom ca n't grow a *moustache* yet .,mustache
42521,tom ca n't grow a *mustache* yet .,moustache
42522,you ca n't have *this* .,that
42523,you ca n't have *that* .,this
42524,i ca n't *contact* tom .,reach
42525,i ca n't *reach* tom .,contact
42526,i ca n't do *this* without tom .,that
42527,i ca n't do *that* without tom .,this
42528,we ca n't do *this* without you .,that
42529,we ca n't do *that* without you .,this
42530,i only hope it is *not* too late .,n't
42531,i only hope it is *n't* too late .,not
42532,how can you stand *this* noise ?,the
42533,how can you stand *the* noise ?,this
42534,tom ca n't *believe* mary .,trust
42535,tom *could* n't trust mary .,ca
42536,tom ca n't *trust* mary .,believe
42537,tom *ca* n't trust mary .,could
42538,our ship is *badly* damaged .,severely
42539,our ship is *severely* damaged .,badly
42540,would *he* like that ?,she
42541,would *she* like that ?,he
42542,we ca n't protect *you* .,them
42543,we ca n't protect *them* .,you
42544,i ca n't *really* believe that .,quite
42545,i ca n't *quite* believe that .,really
42546,we ca n't save *everybody* .,everyone
42547,we ca n't save *everyone* .,everybody
42548,the *operation* was successful .,surgery
42549,the *surgery* was successful .,operation
42550,anthony was *esteemed* by the egyptians .,respected
42551,anthony was *respected* by the egyptians .,esteemed
42552,i ca n't *speak* to tom .,talk
42553,i ca n't *talk* to tom .,speak
42554,i ca n't *stop* thinking about tom .,help
42555,i ca n't *help* thinking about tom .,stop
42556,i ca n't tell what *it* is .,this
42557,i ca n't tell what *this* is .,it
42558,that 's how *she* likes it .,he
42559,that 's how *he* likes it .,she
42560,that 's the way *she* likes it .,he
42561,that 's t*he* way *he* likes it .,she
42562,i prefer it *this* way .,that
42563,i prefer it *that* way .,this
42564,she touched my *hand* .,arm
42565,she touched my *arm* .,hand
42566,who would *'ve* thought ?,have
42567,who would *have* thought ?,'ve
42568,we must *study* harder .,work
42569,we must *work* harder .,study
42570,the water *is* cold .,'s
42571,the water *'s* cold .,is
42572,i told *him* everything .,her
42573,i told *her* everything .,him
42574,it was *not* at all funny .,n't
42575,it was *not* at all funny .,n't
42576,it was *n't* at all funny .,not
42577,it was *n't* funny at all .,not
42578,i did n't *mean* to kill him .,want
42579,i did n't *want* to kill him .,mean
42580,let 's be friends *forever* .,always
42581,let 's *be* friends forever .,stay
42582,let 's *always* be friends .,forever
42583,let 's *stay* friends forever .,be
42584,*humans* only live about 70 years .,people
42585,*people* live only about 70 years .,humans
42586,why did you start *learning* french ?,studying
42587,why did you start *studying* french ?,learning
42588,he 's a good *boy* .,kid
42589,he 's a good *kid* .,boy
42590,why are people *scared* of tom ?,afraid
42591,why are people *afraid* of tom ?,scared
42592,tom *got* depressed .,became
42593,tom *became* depressed .,got
42594,he 's a *grump* .,grouch
42595,he 's a *grump* .,whingebag
42596,he 's a *grouch* .,grump
42597,he 's a *grouch* .,whingebag
42598,he 's a *whingebag* .,grump
42599,he 's a *whingebag* .,grouch
42600,who did *this* to you ?,that
42601,who did *that* to you ?,this
42602,he seemed disappointed *at* the results .,with
42603,he seemed disappointed *with* the results .,at
42604,i 'll keep you *posted* .,informed
42605,i 'll keep you *posted* .,updated
42606,i 'll keep you *informed* .,posted
42607,i 'll keep you *informed* .,updated
42608,i 'll keep you *updated* .,posted
42609,i 'll keep you *updated* .,informed
42610,do n't *dodge* the question .,evade
42611,do n't *evade* the question .,dodge
42612,tom is still *at* the house .,in
42613,tom is still *in* the house .,at
42614,i 'm not sure what *it* means .,that
42615,i 'm not sure what *it* means .,this
42616,i 'm not sure what *that* means .,it
42617,i 'm not sure what *that* means .,this
42618,i 'm not sure what *this* means .,it
42619,i 'm not sure what *this* means .,that
42620,do n't *sass* me .,disrespect
42621,do n't *disrespect* me .,sass
42622,did tom do *that* ?,this
42623,did tom do *that* ?,it
42624,did tom do *this* ?,that
42625,did tom do *this* ?,it
42626,did tom do *it* ?,that
42627,did tom do *it* ?,this
42628,did tom *do* it ?,make
42629,did tom *make* it ?,do
42630,did you *kill* tom ?,murder
42631,did you *murder* tom ?,kill
42632,this *question* is controversial .,issue
42633,this *question* is controversial .,topic
42634,this *issue* is controversial .,question
42635,this *issue* is controversial .,topic
42636,this *topic* is controversial .,question
42637,this *topic* is controversial .,issue
42638,tom *can* hear you .,might
42639,tom *might* hear you .,can
42640,i did *you* a favor .,him
42641,i did *you* a favor .,her
42642,i did *him* a favor .,you
42643,i did *him* a favor .,her
42644,i did *her* a favor .,you
42645,i did *her* a favor .,him
42646,he was a *poor* musician .,wicked
42647,he was a *wicked* musician .,poor
42648,do n't you *believe* me ?,trust
42649,do n't you *trust* me ?,believe
42650,the sun caressed *her* body .,his
42651,the sun caressed *his* body .,her
42652,i want *kids* .,children
42653,i want *children* .,kids
42654,the weeks *flee* like dreams .,pass
42655,the weeks *pass* like dreams .,flee
42656,i think *he* 's faking .,she
42657,i think *she* 's faking .,he
42658,i think we *are* still too young .,'re
42659,i think we *'re* still too young .,are
42660,you deserve *more* .,better
42661,you deserve *better* .,more
42662,that 's *very* thoughtful .,so
42663,that 's *so* thoughtful .,very
42664,i do n't *have* any pain .,feel
42665,i do n't *feel* any pain .,have
42666,where 's *a* mirror ?,the
42667,where 's *the* mirror ?,a
42668,what people say is *not* always true .,n't
42669,what people say is *n't* always true .,not
42670,the motion was *carried* unanimously .,approved
42671,the motion was *carried* unanimously .,adopted
42672,the motion was *approved* unanimously .,carried
42673,the motion was *approved* unanimously .,adopted
42674,the motion was unanimously *adopted* .,carried
42675,the motion was unanimously *adopted* .,approved
42676,urdu is *her* mot*her* tongue .,his
42677,urdu is *his* mother tongue .,her
42678,tom is *asleep* in his chair .,sleeping
42679,tom is *sleeping* in his chair .,asleep
42680,children should *n't* be spoiled .,not
42681,children should *not* be spoiled .,n't
42682,"nevertheless , i 'm *immensely* proud .",extremely
42683,"nevertheless , i 'm *extremely* proud .",immensely
42685,i 'm standing under *the* tree .,a
42686,does *it* really matter ?,that
42687,does *that* really matter ?,it
42688,my name is *not* important .,n't
42689,my name is *n't* important .,not
42690,how did *you* know my name ?,he
42691,how did *you* know my name ?,she
42692,how did *he* know my name ?,you
42693,how did *he* know my name ?,she
42694,how did *she* know my name ?,you
42695,how did *she* know my name ?,he
42696,what is my *purpose* ?,task
42697,what is my *task* ?,purpose
42698,i 'll give *it* to you .,that
42699,i 'll give *that* to you .,it
42700,i 'll give *you* that .,him
42701,i 'll give *you* that .,her
42702,i 'll give *him* that .,you
42703,i 'll give *him* that .,her
42704,i 'll give *her* that .,you
42705,i 'll give *her* that .,him
42706,what was the *result* ?,outcome
42707,how did *it* end ?,that
42708,what was the *outcome* ?,result
42709,how did *that* end ?,it
42710,i do n't think they *will* accept these conditions .,'ll
42711,i do n't think they *'ll* accept these conditions .,will
42712,please do n't *bother* about me .,worry
42713,please do n't *worry* about me .,bother
42714,i thought *that* would interest you .,it
42715,i thought *it* would interest you .,that
42716,tom *reached* out his hand .,held
42717,tom *held* his hand out .,reached
42718,is the *chairman* going to resign ?,president
42719,is the *president* going to resign ?,chairman
42720,tom felt a *bit* woozy .,little
42721,tom felt a *little* woozy .,bit
42722,what are you *wearing* ?,carrying
42723,what are you *carrying* ?,wearing
42724,we 'll be right *there* .,over
42725,we 'll be right *there* .,in
42726,we 'll be right *over* .,there
42727,we 'll be right *over* .,in
42728,we 'll be right *in* .,there
42729,we 'll be right *in* .,over
42730,who ordered *that* ?,this
42731,who ordered *this* ?,that
42732,it *is* still immoral .,'s
42733,it *'s* still immoral .,is
42734,i 'm sure tom *wo* n't mind .,would
42735,i 'm sure tom *would* n't mind .,wo
42736,i thought *that* went well .,it
42737,i thought *it* went well .,that
42738,she ca n't *control* her emotions .,suppress
42739,she ca n't *suppress* her emotions .,control
42740,and then what *happened* ?,happens
42741,and then what *happens* ?,happened
42742,what do you think *of* tom ?,about
42743,what do you think *about* tom ?,of
42744,what 's your *impression* of tom ?,opinion
42745,what 's your *opinion* of tom ?,impression
42746,play the *part* of hamlet .,role
42747,play the *role* of hamlet .,part
42748,crime does *not* pay .,n't
42749,crime does *n't* pay .,not
42750,i *'m* in rome .,am
42751,i *am* in rome .,'m
42752,tom is *sound* asleep .,fast
42753,tom is *fast* asleep .,sound
42754,we must start *now* .,immediately
42755,we must *leave* immediately .,start
42756,we must start *immediately* .,now
42757,we must *start* immediately .,leave
42758,it *'s* a curse .,is
42759,it *is* a curse .,'s
42760,yesterday we *were* biking in the woods .,went
42761,we *went* biking in the woods yesterday .,were
42762,tom is *rather* weak .,quite
42763,tom is *quite* weak .,rather
42764,have you *seen* tom yet ?,met
42765,have you *met* tom yet ?,seen
42766,thanks for the *ride* .,lift
42767,thanks for the *lift* .,ride
42768,the situation *'s* getting worse .,is
42769,the situation *is* getting worse .,'s
42770,you have to *stay* fit .,keep
42771,you have to *keep* fit .,stay
42772,where *'s* my invite ?,is
42773,where *is* my invite ?,'s
42774,*he* needs assistants .,she
42775,*she* needs assistants .,he
42776,and those were *her* last words .,his
42777,and those were *his* last words .,her
42778,nobody 's *volunteering* .,volunteered
42779,nobody 's *volunteered* .,volunteering
42780,nobody *volunteers* .,volunteered
42781,nobody *volunteered* .,volunteers
42782,is this your *briefcase* ?,bag
42783,is this your *bag* ?,briefcase
42784,the moon is *risen* .,out
42785,the moon is *out* .,risen
42786,i 'm *definitely* impressed .,highly
42787,i 'm *definitely* impressed .,very
42788,i 'm *highly* impressed .,definitely
42789,i 'm *highly* impressed .,very
42790,i 'm *very* impressed .,definitely
42791,i 'm *very* impressed .,highly
42792,i *'m* very impressed .,was
42793,i *was* very impressed .,'m
42794,i was *very* impressed .,so
42795,i was *so* impressed .,very
42796,i do n't *have* all the details .,know
42797,i do n't *know* all the details .,have
42798,this is a *blue* movie .,dirty
42799,this is a *dirty* movie .,blue
42800,this is a *film* for men .,movie
42801,this is a *movie* for men .,film
42802,it is written in *simple* english .,easy
42803,it is written in *easy* english .,simple
42804,all the rooms are *taken* .,occupied
42805,the rooms are all *occupied* .,taken
42806,i ca n't accept *this* .,that
42807,i ca n't accept *that* .,this
42808,she stole my *things* .,stuff
42809,she stole my *stuff* .,things
42810,she *altered* her plans .,changed
42811,she *changed* her plans .,altered
42812,it 's a legal *grey* area .,gray
42813,it 's a legal *gray* area .,grey
42814,is this *actually* happening ?,really
42815,is this *really* happening ?,actually
42816,you ca n't do *this* to us .,that
42817,you ca n't do *that* to us .,this
42818,stay in *the* car .,your
42819,stay in *your* car .,the
42820,he was *stunned* by her beauty .,struck
42821,he was *struck* by her beauty .,stunned
42822,i asked what tom *is* reading .,was
42823,i asked what tom *was* reading .,is
42824,the roof was *dripping* .,leaking
42825,the roof was *leaking* .,dripping
42826,*he* denied everything .,she
42827,*she* denied everything .,he
42828,the food was better in *prison* .,jail
42829,the food in *jail* was better .,prison
42830,that was *not* the only problem .,n't
42831,that was *n't* the only problem .,not
42832,"compared to her , i *am* very impractical .",'m
